"SCNAME","SCMENU","SCOPT#","SCXCO#","SCXGRP","SCEXPD","SCADUS","SCADDT","SCADTM","SCCHUS","SCCHDT","SCCHTM","SCFROM"
"COCCISAYA","COMENU","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","COMENU","016",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","018",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","023",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","030",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","034",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","035",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","036",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","037",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","038",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","039",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","044",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","045",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","070",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","071",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","072",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","073",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","074",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","075",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","076",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CPMENU","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","040",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","041",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","042",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","043",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","044",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CRMENU","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
