"SCNAME","SCMENU","SCOPT#","SCXCO#","SCXGRP","SCEXPD","SCADUS","SCADDT","SCADTM","SCCHUS","SCCHDT","SCCHTM","SCFROM"
"COCCISAYA","CWMENU","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","CWMENU","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","023",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","024",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","025",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","027",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","028",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","029",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","030",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","031",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","099",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV01","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV01","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV01","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV01","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV01","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV01","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV02","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV02","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV02","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBMCV02","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","016",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","017",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","018",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","019",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","024",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","025",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","026",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","027",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","030",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","030",2,"",0,"COCCRICKE",1240503,160310,"COCCRICKE",1240503,160310,""
"COCCISAYA","DSJOBM00","031",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","034",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","035",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM00","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","018",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","019",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","023",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","061",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM01R","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","023",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","030",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","040",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","041",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM011","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","016",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM02R","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","006",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","012",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","018",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","023",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","030",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","049",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","050",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","051",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","052",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","053",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","007",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","008",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","009",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","010",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","011",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","013",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","014",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","015",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","016",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","017",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","018",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","019",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","070",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R7","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM03R7","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","005",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","020",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","021",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","022",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","023",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","024",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","025",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","026",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","027",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","031",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","033",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","060",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04","999",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04R","001",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04R","002",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04R","003",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
"COCCISAYA","DSJOBM04R","004",1,"",0,"COCCRICKE",1240503,155545,"COCCRICKE",1240503,155545,""
